,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_col_transformer__Direction,param_col_transformer__Speed,param_model,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
86,0.0005984306335449219,0.0004886278816404157,0.0,0.0,OneHotEncoder(),,"(GradientBoostingRegressor(), {'gradient_boosting__n_estimators': [50, 100, 200], 'gradient_boosting__learning_rate': [0.01, 0.1, 1], 'gradient_boosting__max_depth': [5, 10, 20]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': None, 'model': (GradientBoostingRegressor(), {'gradient_boosting__n_estimators': [50, 100, 200], 'gradient_boosting__learning_rate': [0.01, 0.1, 1], 'gradient_boosting__max_depth': [5, 10, 20]})}",,,,,,,,10
87,0.00020375251770019532,0.00040750503540039064,0.0,0.0,OneHotEncoder(),,"(KNeighborsRegressor(), {'knn__n_neighbors': [5, 10, 20]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': None, 'model': (KNeighborsRegressor(), {'knn__n_neighbors': [5, 10, 20]})}",,,,,,,,10
88,0.00059814453125,0.0004884802889462516,0.0,0.0,OneHotEncoder(),,"(SVR(), {'svr__C': [0.1, 1, 10], 'svr__gamma': ['scale', 'auto']})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': None, 'model': (SVR(), {'svr__C': [0.1, 1, 10], 'svr__gamma': ['scale', 'auto']})}",,,,,,,,10
89,0.0006012916564941406,0.0004909759767714241,0.0,0.0,OneHotEncoder(),,"(MLPRegressor(), {'mlp__hidden_layer_sizes': [(50,), (100,), (50, 50)], 'mlp__activation': ['relu', 'tanh', 'logistic'], 'mlp__alpha': [0.0001, 0.001, 0.01], 'mlp__learning_rate': ['constant', 'invscaling', 'adaptive']})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': None, 'model': (MLPRegressor(), {'mlp__hidden_layer_sizes': [(50,), (100,), (50, 50)], 'mlp__activation': ['relu', 'tanh', 'logistic'], 'mlp__alpha': [0.0001, 0.001, 0.01], 'mlp__learning_rate': ['constant', 'invscaling', 'adaptive']})}",,,,,,,,10
90,0.005804252624511719,0.0007473615803608322,0.0019979000091552733,2.4145105173439338e-06,OneHotEncoder(),StandardScaler(),LinearRegression(),"{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': StandardScaler(), 'model': LinearRegression()}",-42.8555152942279,-68.49805239339818,-63.015787963688794,-37.78853350994986,-68.20032270424535,-56.07164237310202,13.104806715229865,5
91,0.00019922256469726563,0.0003984451293945312,0.0,0.0,OneHotEncoder(),StandardScaler(),"(Ridge(), {'ridge__alpha': [0.1, 1, 10]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': StandardScaler(), 'model': (Ridge(), {'ridge__alpha': [0.1, 1, 10]})}",,,,,,,,10
92,0.00040268898010253906,0.0004932099861831901,0.0,0.0,OneHotEncoder(),StandardScaler(),"(Lasso(), {'lasso__alpha': [0.1, 1, 10]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': StandardScaler(), 'model': (Lasso(), {'lasso__alpha': [0.1, 1, 10]})}",,,,,,,,10
93,0.0005970001220703125,0.0004874550266413415,0.0,0.0,OneHotEncoder(),StandardScaler(),"(ElasticNet(), {'elastic_net__alpha': [0.1, 1, 10], 'elastic_net__l1_ratio': [0.25, 0.5, 0.75]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': StandardScaler(), 'model': (ElasticNet(), {'elastic_net__alpha': [0.1, 1, 10], 'elastic_net__l1_ratio': [0.25, 0.5, 0.75]})}",,,,,,,,10
94,0.0009999752044677734,1.784161275279017e-07,0.0,0.0,OneHotEncoder(),StandardScaler(),"(DecisionTreeRegressor(), {'decision_tree__max_depth': [5, 10, 20]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': StandardScaler(), 'model': (DecisionTreeRegressor(), {'decision_tree__max_depth': [5, 10, 20]})}",,,,,,,,10
95,0.0008004188537597656,0.0004002100092196082,0.0,0.0,OneHotEncoder(),StandardScaler(),"(RandomForestRegressor(), {'random_forest__n_estimators': [50, 100, 200], 'random_forest__max_depth': [5, 10, 20]})","{'col_transformer__Direction': OneHotEncoder(), 'col_transformer__Speed': StandardScaler(), 'model': (RandomForestRegressor(), {'random_forest__n_estimators': [50, 100, 200], 'random_forest__max_depth': [5, 10, 20]})}",,,,,,,,10
