mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_col_transformer__Direction,param_col_transformer__Speed,param_col_transformer__time,param_model,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0019993305206298826,0.0012648976203446227,0.0,0.0,drop,,drop,LinearRegression(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': 'drop', 'model': LinearRegression()}",,,,,,,,109
0.00432438850402832,0.0057016184931606,0.0,0.0,drop,,drop,"MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': 'drop', 'model': MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')}",,,,,,,,109
0.0003997802734375,0.000799560546875,0.0,0.0,drop,,drop,SVR(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': 'drop', 'model': SVR()}",,,,,,,,109
0.006249809265136718,0.007654421850592808,0.0,0.0,drop,,drop,HuberRegressor(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': 'drop', 'model': HuberRegressor()}",,,,,,,,109
0.002062702178955078,0.004125404357910156,0.0,0.0,drop,,drop,RANSACRegressor(min_samples=0.1),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': 'drop', 'model': RANSACRegressor(min_samples=0.1)}",,,,,,,,109
0.0,0.0,0.0,0.0,drop,,drop,"GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': 'drop', 'model': GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))}",,,,,,,,109
0.0,0.0,0.0,0.0,drop,,,LinearRegression(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': None, 'model': LinearRegression()}",,,,,,,,109
0.00022335052490234374,0.0004467010498046875,0.0,0.0,drop,,,"MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': None, 'model': MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')}",,,,,,,,109
0.0,0.0,0.0,0.0,drop,,,SVR(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': None, 'model': SVR()}",,,,,,,,109
0.0,0.0,0.0,0.0,drop,,,HuberRegressor(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': None, 'model': HuberRegressor()}",,,,,,,,109
0.0,0.0,0.0,0.0,drop,,,RANSACRegressor(min_samples=0.1),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': None, 'model': RANSACRegressor(min_samples=0.1)}",,,,,,,,109
0.0031250953674316407,0.006250190734863282,0.0,0.0,drop,,,"GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': None, 'model': GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))}",,,,,,,,109
0.0036191940307617188,0.006028049801042671,0.0,0.0,drop,,TimestampTransformer(),LinearRegression(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': TimestampTransformer(), 'model': LinearRegression()}",,,,,,,,109
0.0,0.0,0.0,0.0,drop,,TimestampTransformer(),"MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': TimestampTransformer(), 'model': MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')}",,,,,,,,109
0.004226779937744141,0.006085396578199407,0.0,0.0,drop,,TimestampTransformer(),SVR(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': TimestampTransformer(), 'model': SVR()}",,,,,,,,109
0.003124904632568359,0.006249809265136718,0.0,0.0,drop,,TimestampTransformer(),HuberRegressor(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': TimestampTransformer(), 'model': HuberRegressor()}",,,,,,,,109
0.0006992340087890625,0.001398468017578125,0.0,0.0,drop,,TimestampTransformer(),RANSACRegressor(min_samples=0.1),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': TimestampTransformer(), 'model': RANSACRegressor(min_samples=0.1)}",,,,,,,,109
0.0009013652801513672,0.0018027305603027345,0.0,0.0,drop,,TimestampTransformer(),"GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': None, 'col_transformer__time': TimestampTransformer(), 'model': GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))}",,,,,,,,109
0.015624904632568359,3.0368200927907293e-06,0.003124237060546875,0.00624847412109375,drop,StandardScaler(),drop,LinearRegression(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': 'drop', 'model': LinearRegression()}",-21.710718188199536,-50.484191317659615,-62.00271825575481,-49.78055612142779,-56.77441092305918,-48.150518961220186,13.952928370724672,37
1.0385101318359375,0.34855233061480995,0.008074760437011719,0.006909645713826758,drop,StandardScaler(),drop,"MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': 'drop', 'model': MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')}",-19.112127810112497,-34.603463007109454,-58.50919815196326,-45.7872464294444,-46.05227050017996,-40.81286117976192,13.22750706157436,6
0.1239173412322998,0.08156117707482285,0.04563722610473633,0.024320072354135677,drop,StandardScaler(),drop,SVR(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': 'drop', 'model': SVR()}",-22.602970960194533,-34.21200277891965,-62.03383659336095,-47.46838136866732,-51.70367040971385,-43.60417242217126,13.780056700531897,23
0.014903879165649414,0.0014483283472015004,0.006252479553222656,0.007657693051648682,drop,StandardScaler(),drop,HuberRegressor(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': 'drop', 'model': HuberRegressor()}",-23.71443438074647,-51.26553137003155,-65.30059627135932,-52.19542306554415,-59.9837847219472,-50.491953961925745,14.352188140763689,43
0.15079545974731445,0.01600390823004509,0.008030891418457031,0.006999566739953998,drop,StandardScaler(),drop,RANSACRegressor(min_samples=0.1),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': 'drop', 'model': RANSACRegressor(min_samples=0.1)}",-29.076188584032515,-53.52837165765236,-77.78375853571684,-53.84499401379383,-65.00910256485187,-55.848483071209486,16.070008691309088,52
2.4056762218475343,2.1813689532118707,0.039972877502441405,0.02439146621363211,drop,StandardScaler(),drop,"GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': 'drop', 'model': GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))}",-19.119961782598182,-35.286730859071355,-57.35774769712172,-44.9379618327928,-50.74644070443259,-41.48976857520333,13.328576142331276,13
0.003124856948852539,0.006249713897705078,0.0,0.0,drop,StandardScaler(),,LinearRegression(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': None, 'model': LinearRegression()}",,,,,,,,109
0.0,0.0,0.0,0.0,drop,StandardScaler(),,"MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': None, 'model': MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')}",,,,,,,,109
0.0,0.0,0.0,0.0,drop,StandardScaler(),,SVR(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': None, 'model': SVR()}",,,,,,,,109
0.0,0.0,0.0,0.0,drop,StandardScaler(),,HuberRegressor(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': None, 'model': HuberRegressor()}",,,,,,,,109
0.0,0.0,0.0,0.0,drop,StandardScaler(),,RANSACRegressor(min_samples=0.1),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': None, 'model': RANSACRegressor(min_samples=0.1)}",,,,,,,,109
0.0006751060485839844,0.0008268326706486758,0.0,0.0,drop,StandardScaler(),,"GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': None, 'model': GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))}",,,,,,,,109
0.006252670288085937,0.0076579282431384205,0.003124427795410156,0.006248855590820312,drop,StandardScaler(),TimestampTransformer(),LinearRegression(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': TimestampTransformer(), 'model': LinearRegression()}",-21.710718188199536,-50.484191317659615,-62.00271825575481,-49.78055612142779,-56.77441092305918,-48.150518961220186,13.952928370724672,37
1.0901951313018798,0.17324474390536687,0.012512922286987305,0.006256474886969751,drop,StandardScaler(),TimestampTransformer(),"MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': TimestampTransformer(), 'model': MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')}",-19.15430963676187,-34.1682783471717,-57.02495952730831,-45.674935263115394,-46.93052720812906,-40.59060199649727,12.93749647415903,5
0.11296353340148926,0.07517900025778522,0.05261249542236328,0.02012277655561081,drop,StandardScaler(),TimestampTransformer(),SVR(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': TimestampTransformer(), 'model': SVR()}",-22.602970960194533,-34.21200277891965,-62.03383659336095,-47.46838136866732,-51.70367040971385,-43.60417242217126,13.780056700531897,23
0.01570420265197754,0.00015711595508094542,0.003128242492675781,0.006256484985351562,drop,StandardScaler(),TimestampTransformer(),HuberRegressor(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': TimestampTransformer(), 'model': HuberRegressor()}",-23.71443438074647,-51.26553137003155,-65.30059627135932,-52.19542306554415,-59.9837847219472,-50.491953961925745,14.352188140763689,43
0.19168148040771485,0.06467395407909918,0.009352350234985351,0.00763628272689633,drop,StandardScaler(),TimestampTransformer(),RANSACRegressor(min_samples=0.1),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': TimestampTransformer(), 'model': RANSACRegressor(min_samples=0.1)}",-27.96371526827919,-57.23354395178272,-75.70021979500099,-53.34860183853736,-64.96323011142033,-55.841862193004125,15.892752566005186,51
2.4399706363677978,2.050252750143978,0.030008792877197266,0.012115793514383147,drop,StandardScaler(),TimestampTransformer(),"GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': StandardScaler(), 'col_transformer__time': TimestampTransformer(), 'model': GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))}",-19.119961782598182,-35.286730859071355,-57.35774769712172,-44.9379618327928,-50.74644070443259,-41.48976857520333,13.328576142331276,13
0.011752080917358399,0.002822555645442796,0.004582262039184571,0.0026458220501861048,drop,PolynomialFeatures(),drop,LinearRegression(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': 'drop', 'model': LinearRegression()}",-21.63559882825396,-46.48559805597418,-60.199634807688845,-43.978148791462345,-47.47810866535552,-43.95541782974698,12.496884290757881,25
0.2506993293762207,0.09149498768456421,0.012473773956298829,0.006271489672791568,drop,PolynomialFeatures(),drop,"MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': 'drop', 'model': MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')}",-92.61329720751313,-111.57293166338059,-131.17916132263696,-138.33757157502038,-89.34990842092884,-112.61057403789599,19.74181948706331,93
0.16062984466552735,0.109812950758586,0.07839293479919433,0.042268036008442596,drop,PolynomialFeatures(),drop,SVR(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': 'drop', 'model': SVR()}",-23.12378304370739,-32.747933413947536,-61.60202400577416,-47.57668045664795,-51.60092224394412,-43.330268632804234,13.715543354088672,19
0.03366379737854004,0.011852115688528198,0.010448074340820313,0.005846767840215976,drop,PolynomialFeatures(),drop,HuberRegressor(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': 'drop', 'model': HuberRegressor()}",-23.363290468193163,-50.236302286485405,-64.42286537849797,-44.682109303691455,-49.504663633042185,-46.44184621398203,13.287680060328583,34
0.2542119979858398,0.04856732373477727,0.006249904632568359,0.007654538651365517,drop,PolynomialFeatures(),drop,RANSACRegressor(min_samples=0.1),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': 'drop', 'model': RANSACRegressor(min_samples=0.1)}",-28.16780419525497,-56.365204909123406,-76.38974003490029,-47.13287244340295,-49.832676792921525,-51.57765967512063,15.552378297420562,49
2.9635872840881348,2.7682427564385934,0.04164767265319824,0.02856713041621497,drop,PolynomialFeatures(),drop,"GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': 'drop', 'model': GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))}",-19.497846272138897,-36.70241256934159,-57.64036148939335,-45.67633308034907,-51.39243818166238,-42.18187831857706,13.271022445891935,15
0.0025020599365234374,0.005004119873046875,0.0,0.0,drop,PolynomialFeatures(),,LinearRegression(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': None, 'model': LinearRegression()}",,,,,,,,109
0.0031291961669921873,0.006258392333984375,0.0,0.0,drop,PolynomialFeatures(),,"MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': None, 'model': MLPRegressor(activation='tanh', hidden_layer_sizes=(150, 150), solver='sgd')}",,,,,,,,109
0.0058326244354248045,0.007175425489398613,0.0,0.0,drop,PolynomialFeatures(),,SVR(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': None, 'model': SVR()}",,,,,,,,109
0.0031241416931152345,0.006248283386230469,0.0,0.0,drop,PolynomialFeatures(),,HuberRegressor(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': None, 'model': HuberRegressor()}",,,,,,,,109
0.003124570846557617,0.006249141693115234,0.0,0.0,drop,PolynomialFeatures(),,RANSACRegressor(min_samples=0.1),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': None, 'model': RANSACRegressor(min_samples=0.1)}",,,,,,,,109
0.0,0.0,0.0,0.0,drop,PolynomialFeatures(),,"GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))","{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': None, 'model': GaussianProcessRegressor(alpha=0.1, kernel=RBF(length_scale=1))}",,,,,,,,109
0.01563091278076172,0.017126342070035425,0.015634870529174803,0.009890263414427024,drop,PolynomialFeatures(),TimestampTransformer(),LinearRegression(),"{'col_transformer__Direction': 'drop', 'col_transformer__Speed': PolynomialFeatures(), 'col_transformer__time': TimestampTransformer(), 'model': LinearRegression()}",-21.63559882825396,-46.48559805597418,-60.199634807688845,-43.978148791462345,-47.47810866535552,-43.95541782974698,12.496884290757881,25
